50 100
47 65 N
47 66 N
47 67 H
47 68 N
47 69 H
47 70 H
47 71 N
47 72 N
47 73 H
47 74 B
47 75 T
47 76 H
47 77 N
47 78 N
47 79 T
47 80 B
47 81 N
47 82 B
47 83 T
47 84 N
47 85 T
47 86 B
47 87 N
47 88 N
47 89 N
47 90 N
47 91 N
47 92 H
47 93 H
47 94 N
47 95 N
47 96 N
47 97 T
47 98 B
47 99 H
47 100 N
48 1 H
48 2 N
48 3 N
48 4 T
48 5 N
48 6 N
48 7 T
48 8 N
48 9 N
48 10 N
48 11 N
48 12 N
48 13 H
48 14 T
48 15 N
48 16 B
48 17 H
48 18 N
48 19 N
48 20 N
48 21 N
48 22 H
48 23 H
48 24 N
48 25 H
48 26 N
48 27 N
48 28 N
48 29 N
48 30 N
48 31 H
48 32 N
48 33 T
48 34 N
48 35 N
48 36 N
48 37 N
48 38 N
48 39 N
48 40 H
48 41 B
48 42 H
48 43 T
48 44 T
48 45 N
48 46 N
48 47 T
48 48 N
48 49 T
48 50 N
48 51 N
48 52 B
48 53 N
48 54 N
48 55 N
48 56 H
48 57 N
48 58 N
48 59 N
48 60 N
48 61 N
48 62 T
48 63 N
48 64 H
48 65 N
48 66 N
48 67 B
48 68 N
48 69 N
48 70 N
48 71 N
48 72 T
48 73 B
48 74 H
48 75 N
48 76 H
48 77 N
48 78 H
48 79 H
48 80 H
48 81 N
48 82 B
48 83 B
48 84 N
48 85 N
48 86 N
48 87 N
48 88 B
48 89 N
48 90 N
48 91 N
48 92 N
48 93 B
48 94 H
48 95 N
48 96 H
48 97 T
48 98 T
48 99 N
48 100 N
49 1 T
49 2 N
49 3 N
49 4 N
49 5 N
49 6 N
49 7 H
49 8 H
49 9 N
49 10 N
49 11 N
49 12 N
49 13 B
49 14 N
49 15 N
49 16 T
49 17 H
49 18 N
49 19 N
49 20 H
49 21 N
49 22 T
49 23 N
49 24 N
49 25 N
49 26 T
49 27 T
49 28 T
49 29 N
49 30 T
49 31 N
49 32 N
49 33 T
49 34 H
49 35 N
49 36 T
49 37 N
49 38 N
49 39 N
49 40 B
49 41 N
49 42 T
49 43 T
49 44 T
49 45 H
49 46 N
49 47 B
49 48 B
49 49 B
49 50 N
49 51 T
49 52 N
49 53 N
49 54 H
49 55 N
49 56 N
49 57 T
49 58 B
49 59 N
49 60 N
49 61 N
49 62 N
49 63 T
49 64 H
49 65 B
49 66 H
49 67 B
49 68 H
49 69 N
49 70 B
49 71 T
49 72 N
49 73 T
49 74 T
49 75 N
49 76 N
49 77 N
49 78 N
49 79 H
49 80 N
49 81 H
49 82 T
49 83 N
49 84 T
49 85 N
49 86 N
49 87 N
49 88 H
49 89 N
49 90 T
49 91 N
49 92 N
49 93 N
49 94 N
49 95 N
49 96 H
49 97 N
49 98 N
49 99 N
49 100 N
50 1 N
50 2 N
50 3 N
50 4 N
50 5 H
50 6 H
50 7 T
50 8 N
50 9 N
50 10 N
50 11 N
50 12 H
50 13 N
50 14 B
50 15 N
50 16 T
50 17 N
50 18 B
50 19 N
50 20 T
50 21 N
50 22 T
50 23 N
50 24 B
50 25 H
50 26 T
50 27 T
50 28 B
50 29 H
50 30 N
50 31 T
50 32 H
50 33 N
50 34 N
50 35 N
50 36 N
50 37 B
50 38 H
50 39 N
50 40 T
50 41 N
50 42 N
50 43 H
50 44 N
50 45 H
50 46 B
50 47 N
50 48 B
50 49 N
50 50 N
50 51 T
50 52 N
50 53 B
50 54 N
50 55 B
50 56 T
50 57 T
50 58 N
50 59 N
50 60 N
50 61 N
50 62 N
50 63 T
50 64 T
50 65 T
50 66 N
50 67 B
50 68 N
50 69 N
50 70 H
50 71 H
50 72 N
50 73 H
50 74 B
50 75 N
50 76 N
50 77 N
50 78 T
50 79 H
50 80 H
50 81 N
50 82 H
50 83 N
50 84 N
50 85 N
50 86 H
50 87 N
50 88 H
50 89 N
50 90 N
50 91 T
50 92 N
50 93 H
50 94 B
50 95 H
50 96 N
50 97 N
50 98 N
50 99 T
50 100 N
